title,company-name,location,type,salary_package,company_requirements
SITE SUPERVISOR (ELECTRICAL),Gayatridevi Group,"Balasore, Orissa",Full-time,"₹11,465","Pay: ₹15,000.00 - ₹22,000.00 per month.
Ensure that materials, tools, and equipment are available for daily tasks.
Job Types: Full-time, Permanent."
Junior Safety Officer,Confluence Business Group,"Hyderabad, Telangana",Full-time, ₹900,"Experience :* 2 to 3 years.
Pay: ₹23,000.00 - ₹37,690.59 per month.
To coordinate with client safety team and meet their requirements."
Customer Service Associate,Fresh Prints,"Remote in Hyderabad, Telangana",Internship,"₹64,611","Fresh Prints is an equal employment opportunity employer and promotes diversity; actively encouraging people of all backgrounds, ages, LGBTQ+, and those with…"
Digital Marketing Intern,The Night Marketer,Remote,Internship," ₹22,000 - ₹30,000","If this sounds like the right fit for you, please send your resume and a brief cover letter explaining why you would be a great addition to our team."
Coordinator,AGS Technologies (India) Pvt Ltd,"Pimpri-Chinchwad, Maharashtra",Full-time ,"₹40,680","Pay: ₹22,000.00 - ₹30,000.00 per month.
Create, compile and export databases containing all information for each event.
Process end-of-day reports."
Production Supervisor,Elanadu Milk Pvt Ltd,"Thrissur, Kerala",Internship,"₹26,801","Proven experience in a supervisory role within a dairy production manufacturing environment more than 3 year.
Pay: ₹8,086.00 - ₹25,000.00 per month."
Banking Operations Associate,Accenture,"Chennai, Tamil Nadu",Full-time,"₹65,943","Roles and Responsibilities: In this role, you are required to solve routine problems, largely through precedent and referral to general guidelines • Your…"
Production Supervisor,Elanadu Milk Pvt Ltd,"Thrissur, Kerala",Internship,"₹11,070","Proven experience in a supervisory role within a dairy production manufacturing environment more than 3 year.
Pay: ₹8,086.00 - ₹25,000.00 per month."
Site Supervisor,Pitambra real infra pvt ltd.,"Delhi, Delhi",Full-time," ₹25,000 - ₹35,000","If you are ready to take on this exciting challenge and be a part of our dynamic team, we welcome you to apply and be a vital part of our construction journey…"
VIDEO EDITOR,CodeAce IT Solutions LLP4.3,"Calicut, Kerala",Full-time ,"₹77,056","Stay updated on industry trends and best practices in video production and editing techniques.
Experience in video editing and shooting, preferably in a similar…"
Voice Over Artist,GUVI,Remote,Full-time,"₹45,144","Our mission is to provide technical education in vernacular languages, and we are seeking a freelancer who can assist us in translating and providing voice…"
Customer Service Executive : Non-Voice (Healthcare),Sagility,"Bengaluru, Karnataka",Full-time," ₹2,50,000","Job involves multiple administrative and customer service layers that includes review, investigation, adjustment (if necessary), remittance or denial of the…"
Production Supervisor,Star Agriseeds Private Limited,"Hanumangarh, Rajasthan",Full-time,"₹41,703","3-5 years of experience in the seed industry.
Pay: ₹25,000.00 - ₹35,000.00 per month.
The Production Supervisor will be responsible for overseeing day-to-day…"
Data Associate,Finquest,"Bengaluru, Karnataka",Internship,"₹78,826","Our team speaks more than 15 languages, and we pride ourselves on our diverse and collaborative office environment across our offices."
Freelance Content Writer,Vadavision! Consultancy Inc.,Remote,part-time," ₹15,000","Stay updated with industry trends and best practices in technical writing and SEO.
Ensure all content is consistent with our brand voice, style, and tone."
Content Writer(Hindi),TechMile,Remote,Part-time,"₹68,209","Experience – Fresher can also apply.
Job Type – Work from Home.
Able to read and write Hindi.
Able to translate content from English into Hindi without any…"
BPO non voice- Hindi,Elite Elevators Pvt. Ltd.,"Chennai, Tamil Nadu",Permanent," ₹28,000 - ₹30,000","Develop criteria for agent performance measurement (QA scorecard).
Experience in call auditing and monitoring.
Pay: ₹28,000.00 - ₹30,000.00 per month."
Associate Recruiter,"Deltek, Inc.",Remote,Full-time,"₹12,148","If you want to work with amazing people, in an engaging environment that encourages diversity, innovation and collaboration – Deltek could be the home for you!"
Hiring for Chat Process,Elite Business Solution,"Mansarovar, Jaipur, Rajasthan",Full-time," ₹27,000.00 - ₹30,196.89","Pay: ₹27,000.00 - ₹30,196.89 per month.
24*7 Shifts ( 9 Hours ).
14 Days guesthouse for outstation candidates.
10k Relocation Amount for outstation candidates."
Email Chat Process,Venuz Artifacts,"Malad, Mumbai, Maharashtra",Full-time ,"₹47,011","Pay: ₹22,000.00 - ₹24,000.00 per month.
Candidates with any BPO Sales background are needed, Good English, HSC or Graduate, Min 1 Yr of experience is mandatory…"
Interior Site Supervisor,Samaavesh,"Bengaluru, Karnataka",Permanent,"₹72,912","Your role will be instrumental in ensuring that the design aligns with site conditions, and you will collaborate closely with our design team."
Associate,Cargill,"Bengaluru, Karnataka",Internship," ₹30,000 - ₹45,000",Validating the Payment batches based on criteria set & do 2 levels of approvals before they are sent to Bank to release the payment.
Executive Assistant to CEO,WovV Technologies,"Remote in Mumbai, Maharashtra",Full-time,"₹51,371","We know you’re happiest when you’re learning new things, so each new assignment will give you an opportunity to do things differently, explore new technologies…"
Videographer & Editor (Male),Edroots International,"Kochi, Kerala",Monday to Friday,"₹32,500","Ø Stay up-to-date with industry trends, best practices, and emerging technologies related to content creation and distribution.
Expected Start Date: 25/09/2024."
Customer Support Executive (CSE),Appitsimple Infotek Pvt. Ltd,"Ahmedabad, Gujarat",Full-time," ₹30,000 - ₹36,000","4)Close maximum support tickets in a month.
Moreover, our commitment lies in fostering an employee-friendly and rewarding workplace, ensuring both professional…"
Finance Associate,Heart It Out,Remote,Full-time,"₹48,612","A keen eye for detail and desire to probe further into data.
Provide stellar customer service to our clients, and be informed on all company policy and…"
Front Office Associate,Flora Hospitality Group - India (Flora Vythiri...,"Wayanad, Kerala",Permanent,"₹23,699","Good customer service, communications and interpersonal skills are a must.
Pay: ₹16,000.00 - ₹18,000.00 per month.
Job Types: Full-time, Permanent."
Video KYC Verification,IDfy (Baldor Technologies Pvt Ltd),"Mumbai, Maharashtra",Internship," ₹25,000 - ₹40,000","If you're ready to take on new challenges and contribute to our mission of seamless customer verification, apply now and be part of our exciting journey."
Office Assistant,Skylark label,"Noida Sector 62, Noida, Uttar Pradesh",Full-time,"₹10,888","Pay: ₹20,000.00 - ₹25,000.00 per month.
Required 1 female dedicated staff for office management work.
Microsoft Office: 1 year (Preferred)."
Executive,Larsen & Toubro,"Powai, Mumbai, Maharashtra",Monday to Friday ,"₹14,756",Work closely with the Shared Service Center (SSC) to promptly address and resolve any queries or issues that arise on the Supplier Information Management (SIM)…
Room Attendant/Housekeeping,Terrakotta Rishikesh,"Rishikesh, Uttarakhand",part-time," ₹16,000 - ₹18,000","Do you have experience of working as a Room Boy in any Hotel ?
Pay: ₹14.00 - ₹16,000.00 per month.
Ensure all assigned rooms are clean and tidy by the end of…"
Customer Service Assistant,Candle light events,"Remote in Tiruvalla, Kerala",Full-time ,"₹67,816","Ready to work part-time ( You may receive a customer query-related call any time of the day).
We are looking to hire a customer service assistant mainly…"
Steno-Typist,SR Group,"Ludhiana, Punjab",Full-time,"₹37,616","Pay: ₹20,000.00 - ₹45,000.00 per month.
Urgent Hiring for Steno Typist.
Job location will be Ludhiana.
Salary - 40k to 45k ctc.
Job Types: Full-time, Permanent."
Customer Service Representative,SAGAR SOLUTION,Remote,Internship," ₹19,000 - ₹35,000","CTC: Upto 18600/- per month (16000/- inh).
Pay: Up to ₹18,500.00 per month.
Customer service: 1 year (Preferred).
Total work: 1 year (Preferred)."
Full time Video Editor,Danish and Aadarsh Emotional Healing Services LLP,Remote,Full-time ,"₹67,918","Would you be willing to edit a 7-minute sample video for us to assess your skills before scheduling an interview?
Video editing: 3 years (Required)."
MIS Executive (WFH),Axiom Landbase,"Remote in Gurugram, Haryana",Internship,"₹61,681","Data management and Information distribution in an accurate and timely manner.
Educational Qualifications: Graduate (preferably in IT or related field) & Above."
International Voice Process,Alphatrixx Business Solutions,"Noida, Uttar Pradesh",Internship," ₹3,00,000 - ₹4,00,000","Achieve sales targets and maintain quality of customer service.
Pay: ₹18,000.00 - ₹44,467.47 per month.
International voice process: 1 year (Required)."
Front Office Assistant,"Le MontFort, Munnar","Munnar, Kerala",Internship," ₹12,000 - ₹17,000",A front office assistant is responsible for providing exceptional customer service to guests and ensuring their stay is a memorable one.
Office Assistant - PSG Institutions,PSG,"Coimbatore, Tamil Nadu",Full-time,"₹28,917","To order a water can from an outside vendor an keep changing the water can is empty .
To clean the working environment including tables, systems and machines."
Site Supervisor,Flash Lighting Solutions,"Allahabad, Uttar Pradesh",Internship,"₹44,172","To get the project completed within given timeline and as per project drawings.
Total work: 3 years (Required).
Be a bridge between Client and company."
SEO Intern,Reportsinsights consulting Pvt. Ltd.,Remote,Full-time,"₹79,192","Working Type – Complete Work From Home Job.
Type: Internship with PPO - WFH.
Create accounts on relevant platforms for content distribution and backlink…"
Part-time Code Mentor (Remote Flexible Role),HashHackCode,Remote,Permanent," ₹5,000","Teach programming to differently-abled individuals based on our inclusive curriculum.
Teach & mentor programming to neurodiverse individuals."
Office Supervisor work,KOVAI PAZHAMUDIR NILAYAM,"Rs Puram, Coimbatore, Tamil Nadu",Internship ,"₹26,508","Job Types: Full-time, Permanent.
Total work: 1 year (Preferred)."
Executive Documentation,Sunbreeze Renewables Private Limited,"Bellary, Karnataka",Monday to Friday ,"₹30,489","Additionally, he manages document archiving and retrieval, ensuring easy access and adherence to industry standards.
Total work: 2 years (Required)."
Website Designer,Multiplier,Remote,part-time," ₹25,000 - ₹40,000","Exploring solutions and sketching initial design ideas.
Forming UX/UI directives based on research insights, design principles, and best practices."
Sales & Marketing Executive,JJ SALES INDIA,"Patna, Bihar",Full-time,"₹58,816",Lead generation: 2 years (Preferred).
Customer Service Executive,Glitter Choli,Remote,Internship,"₹49,963","Collect and collate customer feedback for inputting into further development of product and technology.
Seeking an experienced customer service executive who…"
Meta Advertising Expert,Huge LLC,"Mumbai Central, Mumbai, Maharashtra",Permanent," From ₹20,000","Huge LLC is looking for an experienced Facebook Advertising Manager.
The salary can reach up to 2,500 USD per month, depending on experience."
Copywriter,ASPIRATION ADVERTISING PRIVATE LIMITED,"Indiranagar, Bengaluru, Karnataka",Permanent ,"₹36,454","Collaborate closely with account managers, digital and design team from concept to final product delivery.
Showcase your ideas by presenting copy concepts and…"
Customer Service Executive,Stuba.com,"Remote in Aundh, Pune, Maharashtra",Full-time ,"₹63,318","Main responsibility involves handling incoming customer calls and requests in line with our quality standards, procedures and guidelines in order to sell and…"
