title,company-name,location,type,salary_package,company_requirements
Accounts Receivable,Harris Computer Systems,Remote,N/A,"₹15,000 - ₹22,000","As an Executive Account Receivable, you will be joining the healthcare group and working with a dedicated overseas team and business unit stakeholders focused…"
Freshers Customer Support,Botree Software International Pvt Ltd,"Bengaluru, Karnataka",Full-time,N/A,"Resolve service issues (Level 1 & 2 as appropriate) by understanding, clarifying customer problem, determining the cause, and ensuring resolution based on SLAs."
Editor,ScoopWhoop,"Delhi, Delhi",N/A,N/A,"Manage editorial calendar and ensure timely broadcast of content.
Assign, edit and publish stories in accordance with company's style guide."
Data Entry Operator,Exim Logistics Pvt Ltd,"Bhubaneswar, Orissa",N/A,"₹9,000 - ₹10,000","DCB 928-931, 9th floor, DLF Cyber City.
Inputting, updating, and maintaining accurate data records into our databases and systems.*."
Assistant Supervisor,Akshita enterprises,"Gwalior, Madhya Pradesh",Full-time ,N/A,"Maintain database of candidats records and providing guidance ,traning to staff for recruriting process and helping youngster to finecial independent."
Virtual Assistant,ICERT,"Remote in Bengaluru, Karnataka",N/A,N/A,"We support client in documentation, implementation, training and audit.
Project management by coordinating with India and UAE team."
Voice Executive,Stuba,"Aundh, Pune, Maharashtra",N/A,"Up to ₹23,000","6 months to 1 year experience.
Excellent spoken English, with good telephonic etiquettes.
Basic understanding of MS-Office tools.
Flexibility to work in shifts."
Customer Support Executive,Miko,Remote,Full-time,N/A,Provide feedback and recommendations to the product team based on direct experience with current and potential customer's feedback.
Hospital Administrator Freshers,Camerinfolks,"Kochi, Kerala",N/A,N/A,"We are Hiring freshers in Hospital Administration 6 month Internship with 2 years of Placement Assistance..
Higher Secondary(12th Pass) (Preferred)."
Data Entry Operator,RajaRajeswari Medical College & Hospital,"Bengaluru, Karnataka",N/A,"₹3,00,000 - ₹6,00,000","RajaRajeswari Medical College & Hospital offers a very open and healthy academic environment, growth opportunities for its staff. We believe in raising the…"
English Annotation and Review,ayyanrcm LLC,Remote,Full-time,N/A,"Total work: 3 years (Required).
You begin or continue the conversation with a prompt you generate based on the provided instructions."
Accounts Assistant,Sneakinretail Private Limited,"Bengaluru, Karnataka",N/A,N/A,"Petty cash reconciliation for every month.
Adopting Cost Control measures and sees that are adhered.
Adopting Cost Control measures and sees that are adhered."
Freelance Digital Marketer,Thakurbai,Remote,N/A,"₹22,000 - ₹25,000","The ideal candidate will develop and implement digital marketing strategies, optimise SEO/SEM, and drive online sales.
Pro in meta face book adds."
Shift Supervisor,SRI VENKATESH IRON AND ALLOYS (INDIA) LIMITED,"Ramgarh, Jharkhand",Full-time ,N/A,"We are looking for an organized shift supervisor to oversee operations and assign tasks to staff.
The shift supervisor is responsible for enforcing health and…"
Front Desk - Hotel Industry (2yr + Exp ) - Ooty,Delightz Inn,"Udagamandalam, Tamil Nadu",N/A,N/A,Controls cash transactions at the front desk and maintains complete responsibility for personal bank as specified by hotel bank agreement policy.
typist,Codex Infotech,"Bhopal, Madhya Pradesh",N/A,"₹40,288.82 - ₹45,939.50",Job Type : full time or Part time both type.
Data Entry Operator (DEO),Shantesha Honda,"Hubli, Karnataka",Full-time,N/A,"Data Entry Operator with Telephone call Handling.
Billing or Cash Counter* Knowledge is required.
Computer operator with 1+ years of Experience."
Store Keeper,APC DRILLING AND CONSTRUCTION PVT LTD,Remote,N/A,N/A,"Inventory Report to the higher management on day to day basis.
One month paid holiday after completion of 11 months workperiod.
Total work: 1 year (Preferred)."
Non IT Recruiter,John Meridian,"Goregaon, Mumbai, Maharashtra",N/A,"₹35,000 - ₹40,000","Stay updated on industry trends, recruitment best practices, and changes in employment legislation.
Screen resumes and applications to identify potential…"
Shift Supervisor,Bharathirajaa Hospital and Research centre,"Chennai, Tamil Nadu",Full-time,N/A,"Businesses employ these supervisors to manage employees, ensure those scheduled show up for their shifts, maintain productivity and complete required tasks, and…"
Copywriter,White Bunnie,Remote,N/A,N/A,"Maintain up-to-date knowledge of communications- and client-related industry trends.
As a member of the creative team, the copywriter will write and edit…"
Insurance Coordinator,Pushpagiri Medical College Hospital,"Tiruvalla, Kerala",N/A,"₹20,000 - ₹30,000","Health insurance specialists provide expertise about health insurance programs, regulations, procedures, and legislative updates."
Trainers (Make Up),Lakmé Academy,Delhi,Full-time,N/A,Kindly mention the position you are applying for with Job code and subject line - ‘Position Applied For’ in the email.
Time Keeper,SINCLUS ENGINEERING AND CONSULTING PRIVATE LIMITED,Remote,N/A,"₹12,000 - ₹16,000","Both Overseas and Indian experience are welcome.
Total work: 5 years (Preferred)."
Data Entry Clerk,Diplok Consulting,"Remote in Pune, Maharashtra",Full-time ,N/A,"Understand the client’s data structure.
Daily communication with the client.
Create and maintain Excel sheet with the required information."
Data Entry Executive,Jan Elaaj,"Delhi, Delhi",N/A,N/A,"You should be able to work on excel sheets, word document(s), chatgpt etc very comfortably.
Computer data entry: 1 year (Preferred)."
Safety Officer,HSE INTEGRO,"Allahabad, Uttar Pradesh",N/A,"₹15,000 - ₹20,000","Coordinate Mock drills for fire & Rescue, earthquake, road accident etc.
Supervise lifting activities and compile & carry our toolbox talks, as necessary."
Customer Support Executive,Ideatree,Remote in India,Full-time,N/A,"Responsibilities as a Mid-Level Customer Support Executive, you will be responsible for ensuring the highest level of customer satisfaction and support for our…"
Aesthetician,Charms beauty pvt ltd,"Yozna Vihar, Delhi, Delhi",N/A,"₹20,000 - ₹30,000",Total work: 5 years (Required).
Assistant Supervisor,DIGITAL HUB AND CO.,Remote,Full-time,N/A,"Identifying qualifying and securing business opportunities , coordinating business generation activities.
Maintaining a list base of prospect client."
Content Writer Intern,Phailaav,Remote,N/A,N/A,"Research industry trends and stay up-to-date with relevant news and developments.
Collaborate with the Social Media team to develop content strategies aligned…"
Freelance Document Submission Staff,CCAN SOLUTION,"Itanagar, Arunachal Pradesh",N/A,"₹6,000 - ₹7,000","Flexible working hours with the ability to work remotely.
Provide updates on submission progress and any issues that arise."
tellecaller,AVODHA EDUTECH PVT LTD,"Kochi, Kerala",Full-time ,N/A,"Job Types: Full-time, Fresher."
Hindi,Chinar Global Academy,Remote,N/A,N/A,"Candidates must have a laptop, WIFI connection and excellent communication skills in English.
The trainer must also be developing and presenting lessons,…"
Bookkeeper (India),Wing Assistant,Remote,Full-time ,N/A,"Conduct reconciliation of all accounts on an as-needed basis.
Manage data entry and oversee bank reconciliation process.
Able to work on a graveyard shift."
Data Entry Operator,Aajjo.com,Delhi,N/A,N/A,"Ensure that the data is backed up safely to prevent accidental data loss.
To enter the details of customers and their products from the source information."
Content Writer- English & Bengali,LEADS 2 BUSINESS SOLUTIONS P LTD,Remote,N/A,"₹8,000 - ₹10,000","Bachelor’s or Master’s degree (or higher) in English or Bengali from a top-tier institution.
Conduct in-depth research to support your responses with precise…"
Sitecore Content Authors,Sciens Technologies,Remote,Full-time ,N/A,"Digital design, user experience and SEO best practices, tools, and methodologies.
Sitecore Content Authoring experience (preferably Sitecore 10)."
Content Writers - Part Time,DIGGDIGITAL,"Hubli, Karnataka",Monday to Friday,N/A,"We are looking for experienced Content writers, who can work for B2B and B2C projects."
Admission Counsellor (Target Based),RedTeam Hacker Academy5.0,"Thiruvananthapuram, Kerala",N/A,"Up to ₹2,000","Master the details of our products and services.
Find and connect with potential prospects and leads.
Collaborate with the sales and marketing teams to optimize…"
Customer Success Executive (WFH),MedicalCertificate.in,Remote,Full-time,N/A,"Familiarity with our industry is a plus.
Update our internal databases with information about technical issues and useful discussions with customers."
Data Entry Operator cum Office Assistant,Konnectbrands,Remote,N/A,"₹13,000 - ₹25,000","This is much more than a Data Entry Operator role, you will be responsible for entering and updating data to multiple clients' personal databases while…"
Content Writer,Premanand Infotech,Remote,Full-time ,N/A,"As a Content Writer, you will be responsible for creating engaging and SEO-friendly content for our clients across different industries."
Data Entry Operator cum Office Assistant,Konnectbrands,Remote,N/A,"₹22,985.98 - ₹39,131.51","This is much more than a Data Entry Operator role, you will be responsible for entering and updating data to multiple clients' personal databases while…"
Telecallers,Eduhunt,"Remote in Visakhapatnam, Andhra Pradesh",Full-time ,N/A,"You need to contact schools, explain our programme and then if the school makes agreement with us you will be paid.
Must have good communication skills."
Clinical Research Associate,Clariwell Global Services,"Pune, Maharashtra",N/A,N/A,"Protecting subjects’ confidentiality, updating their information, and verifying IP have been dispensed and administered according to protocol."
HOLIDAY LIST,Spicejet,India,N/A,"₹15,000 - ₹20,000",26-Jan-24 Thur Republic Day.
IT SUPPORT FREELANCER / PART TIME,Zavasi,"Bengaluru, Karnataka",N/A,N/A,"Are you interested in being associated with us with your rich experience of IT infrastructure support, and need flexible working hours or Part Time job."
Assistant Supervisor,CHANDRASHEKHAR ENTREPRENEUR,"Wasan, Gujarat",N/A,N/A,"*Requirements:* Leadership experience, strong communication skills, problem-solving abilities, industry knowledge.
Supervise and guide team members."
Assessment Proctors,ILET Solutions,Remote,N/A,"₹3,00,000 - ₹3,50,000","This is a remote position.
ILET Solutions is inviting professionals across India to be a part of a panel, who would be responsible to monitor and ensure…"
Assistant Supervisor,Waves of Owners,"Solapur, Maharashtra",Full-time,N/A,"The ideal candidate will be able to communicate effectively with customers, build and maintain a customer base ,and work with other members of the sales team to…"
